series,iteration,timesteps,elapsed_s,total,success,episode_length,balance,height,large_actions,smooth_actions
go1_train_1_8_budget,11950.0,1174831104.0,25909.564,252.51,0.0,162.881,308.982,232.703,-80.402,-208.772
go1_train_1_8_budget,11960.0,1175814144.0,25927.191,249.983,0.0,163.237,306.213,230.642,-79.867,-207.005
go1_train_1_8_budget,11970.0,1176797184.0,25944.65,249.199,0.0,161.63,305.953,230.325,-80.007,-207.073
go1_train_1_8_budget,11980.0,1177780224.0,25961.895,252.698,0.0,164.339,310.032,233.483,-81.022,-209.795
go1_train_1_8_budget,11990.0,1178763264.0,25979.331,258.354,0.0,168.116,316.402,238.457,-82.515,-213.99
go1_train_1_8_budget,12000.0,1179746304.0,25997.237,247.065,0.0,160.747,303.017,227.724,-78.713,-204.963
go1_train_1_8_budget,12010.0,1180729344.0,26015.238,244.57,0.0,159.572,302.119,227.118,-79.075,-205.593
go1_train_1_8_budget,12020.0,1181712384.0,26033.277,238.3,0.0,155.322,295.091,221.432,-77.209,-201.014
go1_train_1_8_budget,12030.0,1182695424.0,26051.072,233.647,0.0,153.954,289.502,216.877,-75.481,-197.251
go1_train_1_8_budget,12040.0,1183678464.0,26068.972,244.368,0.0,159.365,301.041,226.125,-78.312,-204.486
go1_train_1_8_budget,12050.0,1184661504.0,26087.107,240.208,0.0,157.254,296.145,222.291,-77.079,-201.149
go1_train_1_8_budget,12060.0,1185644544.0,26105.107,218.97,0.0,144.99,272.871,203.715,-71.496,-186.119
go1_train_1_8_budget,12070.0,1186627584.0,26122.914,235.715,0.0,155.372,291.825,218.967,-76.265,-198.811
go1_train_1_8_budget,12080.0,1187610624.0,26140.81,234.946,0.0,154.098,290.99,218.426,-76.057,-198.413
go1_train_1_8_budget,12090.0,1188593664.0,26158.725,232.28,0.0,152.259,287.633,215.681,-75.019,-196.015
go1_train_1_8_budget,12100.0,1189576704.0,26176.634,239.569,0.0,155.886,294.798,221.158,-76.314,-200.073
go1_train_1_8_budget,12110.0,1190559744.0,26194.732,223.18,0.0,146.823,276.668,206.67,-71.939,-188.22
go1_train_1_8_budget,12120.0,1191542784.0,26212.698,230.563,0.0,150.441,284.792,213.301,-73.942,-193.588
go1_train_1_8_budget,12130.0,1192525824.0,26230.456,236.771,0.0,154.068,291.909,219.145,-75.788,-198.495
go1_train_1_8_budget,12140.0,1193508864.0,26248.299,239.271,0.0,155.888,294.558,221.213,-76.319,-200.181
go1_train_1_8_budget,12150.0,1194491904.0,26266.178,243.121,0.0,157.182,298.604,224.424,-77.194,-202.714
go1_train_1_8_budget,12160.0,1195474944.0,26284.016,236.025,0.0,155.279,291.792,218.995,-75.945,-198.816
go1_train_1_8_budget,12170.0,1196457984.0,26301.941,232.327,0.0,152.679,287.172,215.015,-74.481,-195.379
go1_train_1_8_budget,12180.0,1197441024.0,26319.659,250.439,0.0,161.649,306.563,230.746,-79.129,-207.741
go1_train_1_8_budget,12190.0,1198424064.0,26337.27,253.63,0.0,163.24,309.088,232.925,-79.531,-208.852
go1_train_1_8_budget,12200.0,1199407104.0,26354.935,249.962,0.0,161.13,305.292,229.701,-78.578,-206.454
go1_train_1_8_budget,12210.0,1200390144.0,26372.609,253.936,0.0,164.774,310.013,233.5,-79.846,-209.731
go1_train_1_8_budget,12220.0,1201373184.0,26390.358,246.718,0.0,159.723,300.932,226.072,-77.111,-203.176
go1_train_1_8_budget,12230.0,1202356224.0,26407.991,240.399,0.0,156.768,294.039,220.6,-75.39,-198.851
go1_train_1_8_budget,12240.0,1203339264.0,26425.462,264.359,0.0,169.037,319.755,241.206,-81.318,-215.285
go1_train_1_8_budget,12250.0,1204322304.0,26443.455,252.185,0.0,162.557,306.707,230.662,-78.356,-206.827
go1_train_1_8_budget,12260.0,1205305344.0,26461.433,227.912,0.0,149.265,279.429,208.703,-71.69,-188.531
go1_train_1_8_budget,12270.0,1206288384.0,26479.012,253.052,0.0,162.886,307.68,231.504,-78.789,-207.343
go1_train_1_8_budget,12280.0,1207271424.0,26496.473,247.527,0.0,160.984,302.528,227.427,-77.961,-204.467
go1_train_1_8_budget,12290.0,1208254464.0,26513.936,258.223,0.0,165.592,313.31,236.049,-80.284,-210.852
go1_train_1_8_budget,12300.0,1209237504.0,26531.638,241.53,0.0,155.87,294.453,220.79,-75.594,-198.119
go1_train_1_8_budget,12310.0,1210220544.0,26549.241,252.239,0.0,161.714,305.223,229.538,-77.975,-204.548
go1_train_1_8_budget,12320.0,1211203584.0,26566.963,259.593,0.0,165.833,313.529,236.178,-80.067,-210.047
go1_train_1_8_budget,12330.0,1212186624.0,26584.667,249.798,0.0,160.704,303.328,227.944,-77.837,-203.637
go1_train_1_8_budget,12340.0,1213169664.0,26602.277,251.399,0.0,161.994,305.588,229.941,-78.629,-205.501
go1_train_1_8_budget,12350.0,1214152704.0,26620.078,237.368,0.0,153.808,290.281,217.557,-74.842,-195.628
go1_train_1_8_budget,12360.0,1215135744.0,26637.608,253.771,0.0,164.211,308.81,232.261,-79.307,-207.994
go1_train_1_8_budget,12370.0,1216118784.0,26655.239,244.455,0.0,159.067,298.245,223.61,-76.517,-200.884
go1_train_1_8_budget,12380.0,1217101824.0,26672.927,257.167,0.0,165.77,312.55,235.381,-80.221,-210.543
go1_train_1_8_budget,12390.0,1218084864.0,26690.512,256.34,0.0,165.688,311.066,234.288,-79.784,-209.231
go1_train_1_8_budget,12400.0,1219067904.0,26708.089,251.621,0.0,161.473,305.054,229.519,-78.109,-204.843
go1_train_1_8_budget,12410.0,1220050944.0,26725.761,248.866,0.0,159.453,301.638,226.654,-77.064,-202.362
go1_train_1_8_budget,12420.0,1221033984.0,26743.761,251.106,0.0,160.298,303.24,227.825,-77.137,-202.823
go1_train_1_8_budget,12430.0,1222017024.0,26762.067,240.688,0.0,155.436,292.157,219.055,-74.704,-195.821
go1_train_1_8_budget,12440.0,1223000064.0,26780.537,227.63,0.0,147.614,277.635,207.341,-71.162,-186.184
go1_train_1_8_budget,12450.0,1223983104.0,26799.048,208.742,0.0,136.132,256.421,190.343,-65.983,-172.038
go1_train_1_8_budget,12460.0,1224966144.0,26817.051,225.815,0.0,145.093,275.85,205.76,-70.935,-184.86
go1_train_1_8_budget,12470.0,1225949184.0,26834.674,234.476,0.0,151.856,286.08,214.137,-73.798,-191.943
go1_train_1_8_budget,12480.0,1226932224.0,26852.188,242.605,0.0,157.736,295.469,221.612,-76.21,-198.267
go1_train_1_8_budget,12490.0,1227915264.0,26869.772,251.843,0.0,160.673,304.804,229.305,-78.152,-204.115
go1_train_1_8_budget,12500.0,1228898304.0,26887.273,263.409,0.0,167.662,316.536,238.465,-80.662,-210.93
go1_train_1_8_budget,12510.0,1229881344.0,26905.043,259.502,0.0,164.658,311.743,234.574,-79.416,-207.399
go1_train_1_8_budget,12520.0,1230864384.0,26922.898,254.606,0.0,161.967,305.349,229.533,-77.718,-202.558
go1_train_1_8_budget,12530.0,1231847424.0,26940.957,243.999,0.0,156.02,293.604,220.063,-75.006,-194.663
go1_train_1_8_budget,12540.0,1232830464.0,26958.996,240.182,0.0,153.436,288.834,216.148,-73.692,-191.108
go1_train_1_8_budget,12550.0,1233813504.0,26977.2,233.678,0.0,149.696,281.284,210.089,-71.779,-185.916
go1_train_1_8_budget,12560.0,1234796544.0,26995.126,237.09,0.0,151.522,285.083,213.346,-72.89,-188.449
go1_train_1_8_budget,12570.0,1235779584.0,27012.872,242.413,0.0,155.407,291.602,218.437,-74.608,-193.017
go1_train_1_8_budget,12580.0,1236762624.0,27030.782,233.935,0.0,148.969,282.02,210.673,-72.018,-186.739
go1_train_1_8_budget,12590.0,1237745664.0,27048.671,236.839,0.0,152.526,285.995,214.02,-73.329,-189.848
go1_train_1_8_budget,12600.0,1238728704.0,27066.098,248.188,0.0,158.363,298.651,224.398,-76.624,-198.236
go1_train_1_8_budget,12610.0,1239711744.0,27083.447,256.055,0.0,161.808,306.289,230.671,-78.289,-202.616
go1_train_1_8_budget,12620.0,1240694784.0,27100.656,266.172,0.0,168.327,317.232,239.436,-81.078,-209.419
go1_train_1_8_budget,12630.0,1241677824.0,27117.813,273.066,0.0,172.524,325.028,245.774,-83.109,-214.627
go1_train_1_8_budget,12640.0,1242660864.0,27134.879,269.255,0.0,169.72,319.031,241.018,-81.121,-209.674
go1_train_1_8_budget,12650.0,1243643904.0,27152.154,274.965,0.0,170.419,323.739,244.662,-81.817,-211.618
go1_train_1_8_budget,12660.0,1244626944.0,27169.844,256.628,0.0,161.248,303.647,228.564,-76.957,-198.626
go1_train_1_8_budget,12670.0,1245609984.0,27187.392,259.242,0.0,162.334,306.691,231.002,-77.755,-200.695
go1_train_1_8_budget,12680.0,1246593024.0,27204.567,266.736,0.0,168.598,315.787,238.467,-80.317,-207.201
go1_train_1_8_budget,12690.0,1247576064.0,27221.812,276.01,0.0,172.91,326.014,246.515,-82.783,-213.736
go1_train_1_8_budget,12700.0,1248559104.0,27239.02,270.347,0.0,169.8,320.324,242.166,-81.709,-210.435
go1_train_1_8_budget,12710.0,1249542144.0,27256.111,287.99,0.0,179.842,339.753,257.878,-86.415,-223.225
go1_train_1_8_budget,12720.0,1250525184.0,27273.279,277.009,0.0,173.934,327.683,248.059,-83.291,-215.441
go1_train_1_8_budget,12730.0,1251508224.0,27290.647,278.461,0.0,174.646,329.658,249.693,-83.932,-216.957
go1_train_1_8_budget,12740.0,1252491264.0,27307.947,268.308,0.0,168.502,318.432,240.76,-81.325,-209.56
go1_train_1_8_budget,12750.0,1253474304.0,27325.103,271.544,0.0,169.47,321.277,243.054,-81.928,-210.859
go1_train_1_8_budget,12760.0,1254457344.0,27342.146,283.232,0.0,177.198,334.47,253.575,-85.263,-219.551
go1_train_1_8_budget,12770.0,1255440384.0,27359.404,284.561,0.0,178.105,335.802,254.559,-85.643,-220.157
go1_train_1_8_budget,12780.0,1256423424.0,27376.51,274.724,0.0,173.179,325.344,246.186,-83.149,-213.657
go1_train_1_8_budget,12790.0,1257406464.0,27393.769,268.242,0.0,169.84,319.001,241.021,-81.79,-209.989
go1_train_1_8_budget,12800.0,1258389504.0,27411.118,274.898,0.0,173.389,325.75,246.429,-83.236,-214.046
go1_train_1_8_budget,12810.0,1259372544.0,27428.19,283.308,0.0,177.134,335.101,254.026,-85.625,-220.193
go1_train_1_8_budget,12820.0,1260355584.0,27445.26,274.777,0.0,172.542,326.291,247.021,-83.648,-214.888
go1_train_1_8_budget,12830.0,1261338624.0,27462.442,283.79,0.0,177.349,336.013,254.846,-85.759,-221.31
go1_train_1_8_budget,12840.0,1262321664.0,27479.732,292.18,0.0,184.131,346.755,263.653,-88.707,-229.522
go1_train_1_8_budget,12850.0,1263304704.0,27497.285,256.788,0.0,164.717,309.018,233.113,-79.552,-205.791
go1_train_1_8_budget,12860.0,1264287744.0,27514.699,248.363,0.0,159.616,299.677,225.399,-77.023,-199.689
go1_train_1_8_budget,12870.0,1265270784.0,27531.886,264.827,0.0,169.036,318.815,240.733,-81.896,-212.826
go1_train_1_8_budget,12880.0,1266253824.0,27549.047,255.168,0.0,163.01,308.529,232.494,-79.486,-206.37
go1_train_1_8_budget,12890.0,1267236864.0,27566.241,260.906,0.0,166.345,313.787,236.764,-80.415,-209.23
go1_train_1_8_budget,12900.0,1268219904.0,27583.443,263.744,0.0,168.625,316.948,239.338,-81.216,-211.326
go1_train_1_8_budget,12910.0,1269202944.0,27600.724,277.604,0.0,174.737,331.395,250.99,-84.515,-220.266
go1_train_1_8_budget,12920.0,1270185984.0,27618.014,279.677,0.0,175.912,333.46,252.771,-84.931,-221.623
go1_train_1_8_budget,12930.0,1271169024.0,27635.42,265.624,0.0,168.033,318.357,240.604,-81.183,-212.155
go1_train_1_8_budget,12940.0,1272152064.0,27652.633,272.429,0.0,174.522,326.716,247.257,-83.462,-218.082
go1_train_1_8_budget,12950.0,1273135104.0,27669.782,269.005,0.0,173.426,324.812,245.741,-83.481,-218.067
go1_train_1_8_budget,12960.0,1274118144.0,27687.021,258.873,0.0,167.326,313.475,236.475,-80.492,-210.585
go1_train_1_8_budget,12970.0,1275101184.0,27704.201,263.996,0.0,168.006,318.426,240.548,-81.513,-213.464
go1_train_1_8_budget,12980.0,1276084224.0,27721.414,273.2,0.0,174.829,329.216,249.228,-84.413,-220.832
go1_train_1_8_budget,12990.0,1277067264.0,27738.716,264.676,0.0,169.861,320.121,242.037,-82.217,-215.264
go1_train_1_8_budget,13000.0,1278050304.0,27755.928,266.529,0.0,171.026,322.518,243.667,-82.739,-216.917
go1_train_1_8_budget,13010.0,1279033344.0,27773.256,272.318,0.0,174.072,328.215,248.361,-83.921,-220.337
go1_train_1_8_budget,13020.0,1280016384.0,27790.641,270.406,0.0,172.947,326.344,246.96,-83.516,-219.382
go1_train_1_8_budget,13030.0,1280999424.0,27808.049,271.195,0.0,173.595,327.254,247.676,-83.751,-219.985
go1_train_1_8_budget,13040.0,1281982464.0,27825.498,260.853,0.0,168.106,316.839,239.133,-81.333,-213.786
go1_train_1_8_budget,13050.0,1282965504.0,27842.96,257.195,0.0,165.484,312.944,236.001,-80.3,-211.45
go1_train_1_8_budget,13060.0,1283948544.0,27860.469,261.428,0.0,169.078,317.625,239.592,-81.316,-214.473
go1_train_1_8_budget,13070.0,1284931584.0,27878.087,259.697,0.0,167.043,316.56,238.82,-81.319,-214.364
go1_train_1_8_budget,13080.0,1285914624.0,27895.702,250.958,0.0,164.382,307.358,231.567,-79.32,-208.647
go1_train_1_8_budget,13090.0,1286897664.0,27913.398,248.664,0.0,161.53,304.971,229.468,-78.679,-207.096
go1_train_1_8_budget,13100.0,1287880704.0,27931.017,254.845,0.0,165.064,311.998,235.258,-80.558,-211.853
go1_train_1_8_budget,13110.0,1288863744.0,27948.537,242.597,0.0,159.133,297.966,223.91,-76.97,-202.309
go1_train_1_8_budget,13120.0,1289846784.0,27966.029,248.961,0.0,162.041,305.453,229.999,-79.009,-207.482
go1_train_1_8_budget,13130.0,1290829824.0,27983.408,248.655,0.0,161.516,305.34,229.919,-79.073,-207.532
go1_train_1_8_budget,13140.0,1291812864.0,28000.584,255.609,0.0,165.73,312.875,235.971,-80.785,-212.452
go1_train_1_8_budget,13150.0,1292795904.0,28017.736,274.811,0.0,176.815,333.891,252.704,-85.646,-226.138
go1_train_1_8_budget,13160.0,1293778944.0,28034.974,264.996,0.0,172.176,323.522,244.338,-83.26,-219.604
go1_train_1_8_budget,13170.0,1294761984.0,28052.176,274.587,0.0,177.737,334.447,253.209,-86.038,-227.032
go1_train_1_8_budget,13180.0,1295745024.0,28069.509,274.878,0.0,175.129,334.957,253.731,-86.128,-227.681
go1_train_1_8_budget,13190.0,1296728064.0,28086.965,260.204,0.0,166.82,317.662,239.957,-81.628,-215.787
go1_train_1_8_budget,13200.0,1297711104.0,28104.484,260.876,0.0,168.214,317.807,240.111,-81.389,-215.653
go1_train_1_8_budget,13210.0,1298694144.0,28122.003,259.582,0.0,168.101,316.258,238.864,-80.951,-214.59
go1_train_1_8_budget,13220.0,1299677184.0,28139.517,252.554,0.0,163.078,307.894,232.218,-78.697,-208.861
go1_train_1_8_budget,13230.0,1300660224.0,28156.979,247.808,0.0,161.126,303.442,228.789,-78.005,-206.418
go1_train_1_8_budget,13240.0,1301643264.0,28174.585,254.907,0.0,163.912,310.187,234.011,-79.254,-210.037
go1_train_1_8_budget,13250.0,1302626304.0,28192.3,252.084,0.0,161.975,306.785,231.105,-78.329,-207.476
go1_train_1_8_budget,13260.0,1303609344.0,28209.802,255.554,0.0,163.946,310.366,234.119,-79.195,-209.735
go1_train_1_8_budget,13270.0,1304592384.0,28227.465,250.303,0.0,160.856,303.962,228.926,-77.42,-205.166
go1_train_1_8_budget,13280.0,1305575424.0,28245.078,260.915,0.0,166.668,313.71,236.711,-79.177,-210.329
go1_train_1_8_budget,13290.0,1306558464.0,28263.41,251.599,0.0,161.063,302.952,227.693,-76.433,-202.613
go1_train_1_8_budget,13300.0,1307541504.0,28282.088,218.112,0.0,141.258,267.248,199.198,-68.287,-180.047
go1_train_1_8_budget,13310.0,1308524544.0,28300.142,221.289,0.0,144.271,271.823,202.977,-69.765,-183.746
go1_train_1_8_budget,13320.0,1309507584.0,28317.919,232.804,0.0,151.519,285.242,213.648,-73.168,-192.918
go1_train_1_8_budget,13330.0,1310490624.0,28335.54,235.023,0.0,152.254,287.706,215.647,-73.686,-194.644
go1_train_1_8_budget,13340.0,1311473664.0,28352.919,243.011,0.0,157.352,296.759,222.867,-75.91,-200.705
go1_train_1_8_budget,13350.0,1312456704.0,28370.253,255.586,0.0,163.972,310.776,234.092,-79.353,-209.928
go1_train_1_8_budget,13360.0,1313439744.0,28387.508,257.866,0.0,166.42,313.576,236.34,-80.266,-211.784
go1_train_1_8_budget,13370.0,1314422784.0,28404.794,266.18,0.0,172.148,322.731,243.544,-82.489,-217.607
go1_train_1_8_budget,13380.0,1315405824.0,28422.231,277.725,0.0,177.788,334.626,253.449,-85.211,-225.139
go1_train_1_8_budget,13390.0,1316388864.0,28439.473,281.498,0.0,179.026,338.692,256.654,-86.193,-227.656
go1_train_1_8_budget,13400.0,1317371904.0,28456.366,280.692,0.0,177.253,337.234,255.651,-85.626,-226.567
go1_train_1_8_budget,13410.0,1318354944.0,28473.201,272.578,0.0,175.186,328.769,248.651,-83.612,-221.23
go1_train_1_8_budget,13420.0,1319337984.0,28490.036,284.302,0.0,180.045,341.694,258.987,-86.784,-229.595
go1_train_1_8_budget,13430.0,1320321024.0,28506.807,292.032,0.0,184.825,348.76,264.553,-88.064,-233.217
go1_train_1_8_budget,13440.0,1321304064.0,28523.852,274.178,0.0,175.09,330.881,250.211,-84.391,-222.524
go1_train_1_8_budget,13450.0,1322287104.0,28540.961,277.447,0.0,176.11,333.55,252.509,-84.762,-223.85
go1_train_1_8_budget,13460.0,1323270144.0,28558.06,272.454,0.0,174.128,328.204,248.125,-83.512,-220.362
go1_train_1_8_budget,13470.0,1324253184.0,28575.053,277.542,0.0,177.087,334.314,253.123,-85.153,-224.742
go1_train_1_8_budget,13480.0,1325236224.0,28592.016,285.003,0.0,182.086,341.417,258.905,-86.673,-228.646
go1_train_1_8_budget,13490.0,1326219264.0,28609.219,287.913,0.0,182.245,344.145,261.003,-87.261,-229.973
go1_train_1_8_budget,13500.0,1327202304.0,28626.599,261.531,0.0,167.804,315.32,237.678,-80.382,-211.085
go1_train_1_8_budget,13510.0,1328185344.0,28644.19,256.19,0.0,164.387,309.704,233.236,-78.865,-207.886
go1_train_1_8_budget,13520.0,1329168384.0,28661.574,261.981,0.0,168.021,316.993,239.296,-80.684,-213.624
go1_train_1_8_budget,13530.0,1330151424.0,28679.049,245.306,0.0,158.654,298.233,224.002,-75.819,-201.11
go1_train_1_8_budget,13540.0,1331134464.0,28696.645,264.925,0.0,169.734,320.228,241.799,-81.141,-215.961
go1_train_1_8_budget,13550.0,1332117504.0,28713.988,260.658,0.0,166.608,315.594,238.038,-79.986,-212.988
go1_train_1_8_budget,13560.0,1333100544.0,28731.435,254.579,0.0,164.234,308.724,232.582,-78.264,-208.462
go1_train_1_8_budget,13570.0,1334083584.0,28748.987,256.247,0.0,163.486,309.787,233.531,-78.296,-208.775
go1_train_1_8_budget,13580.0,1335066624.0,28766.413,268.326,0.0,171.816,323.683,244.729,-81.847,-218.239
go1_train_1_8_budget,13590.0,1336049664.0,28783.794,265.904,0.0,168.799,321.043,242.59,-81.141,-216.588
go1_train_1_8_budget,13600.0,1337032704.0,28801.015,262.399,0.0,167.431,317.083,239.483,-79.987,-214.181
go1_train_1_8_budget,13610.0,1338015744.0,28818.279,261.81,0.0,168.908,317.22,239.527,-80.213,-214.724
go1_train_1_8_budget,13620.0,1338998784.0,28835.544,259.204,0.0,167.513,314.998,237.772,-79.933,-213.633
go1_train_1_8_budget,13630.0,1339981824.0,28853.069,273.769,0.0,175.309,331.439,250.822,-83.952,-224.54
go1_train_1_8_budget,13640.0,1340964864.0,28870.988,243.257,0.0,157.918,297.428,223.513,-75.684,-202.0
go1_train_1_8_budget,13650.0,1341947904.0,28888.705,239.61,0.0,156.47,294.351,221.071,-75.192,-200.619
go1_train_1_8_budget,13660.0,1342930944.0,28906.214,245.436,0.0,159.515,300.785,226.23,-76.65,-204.93
go1_train_1_8_budget,13670.0,1343913984.0,28923.719,244.834,0.0,158.85,300.349,225.794,-76.57,-204.738
go1_train_1_8_budget,13680.0,1344897024.0,28941.174,250.931,0.0,162.885,306.559,230.85,-77.897,-208.582
go1_train_1_8_budget,13690.0,1345880064.0,28958.48,268.011,0.0,171.7,324.843,245.643,-82.112,-220.363
go1_train_1_8_budget,13700.0,1346863104.0,28975.858,257.672,0.0,165.589,312.965,236.121,-79.158,-212.255
go1_train_1_8_budget,13710.0,1347846144.0,28993.089,252.577,0.0,163.116,306.805,231.169,-77.475,-207.921
go1_train_1_8_budget,13720.0,1348829184.0,29010.524,262.608,0.0,168.363,317.422,239.752,-79.919,-214.647
go1_train_1_8_budget,13730.0,1349812224.0,29028.001,267.738,0.0,171.464,323.677,244.621,-81.538,-219.021
go1_train_1_8_budget,13740.0,1350795264.0,29045.432,268.994,0.0,171.957,324.397,245.427,-81.661,-219.169
go1_train_1_8_budget,13750.0,1351778304.0,29062.735,269.168,0.0,171.558,324.96,245.881,-81.959,-219.714
go1_train_1_8_budget,13760.0,1352761344.0,29079.892,274.065,0.0,174.569,329.841,249.86,-83.001,-222.636
go1_train_1_8_budget,13770.0,1353744384.0,29097.295,263.503,0.0,168.71,317.819,240.182,-80.031,-214.466
go1_train_1_8_budget,13780.0,1354727424.0,29114.774,263.723,0.0,169.689,317.662,240.083,-80.009,-214.013
go1_train_1_8_budget,13790.0,1355710464.0,29132.433,248.325,0.0,159.404,301.325,226.757,-76.155,-203.601
go1_train_1_8_budget,13800.0,1356693504.0,29150.017,263.611,0.0,168.03,318.003,240.192,-80.187,-214.397
go1_train_1_8_budget,13810.0,1357676544.0,29167.926,245.019,0.0,156.842,297.088,223.362,-74.939,-200.492
go1_train_1_8_budget,13820.0,1358659584.0,29185.553,260.225,0.0,166.302,313.371,236.469,-78.635,-210.98
go1_train_1_8_budget,13830.0,1359642624.0,29203.033,242.525,0.0,156.068,293.806,220.814,-74.088,-198.007
go1_train_1_8_budget,13840.0,1360625664.0,29220.411,255.234,0.0,162.972,306.947,231.507,-76.947,-206.274
go1_train_1_8_budget,13850.0,1361608704.0,29237.734,263.268,0.0,168.294,316.683,239.246,-79.559,-213.101
go1_train_1_8_budget,13860.0,1362591744.0,29255.022,265.633,0.0,169.311,319.741,241.659,-80.408,-215.359
go1_train_1_8_budget,13870.0,1363574784.0,29272.493,262.958,0.0,166.21,315.515,238.388,-79.086,-211.859
go1_train_1_8_budget,13880.0,1364557824.0,29289.745,272.732,0.0,172.365,326.203,246.956,-81.612,-218.816
go1_train_1_8_budget,13890.0,1365540864.0,29306.732,258.111,0.0,164.298,310.087,233.849,-77.771,-208.054
go1_train_1_8_budget,13900.0,1366523904.0,29324.055,269.95,0.0,172.353,323.025,244.259,-80.926,-216.408
go1_train_1_8_budget,13910.0,1367506944.0,29341.305,279.992,0.0,177.621,334.26,253.12,-83.605,-223.783
go1_train_1_8_budget,13920.0,1368489984.0,29358.843,277.217,0.0,174.192,330.479,249.846,-82.479,-220.629
go1_train_1_8_budget,13930.0,1369473024.0,29376.671,241.495,0.0,154.615,290.89,217.938,-72.965,-194.368
go1_train_1_8_budget,13940.0,1370456064.0,29394.412,260.546,0.0,165.77,310.772,234.178,-77.602,-206.802
go1_train_1_8_budget,13950.0,1371439104.0,29412.134,250.705,0.0,159.345,299.421,224.863,-74.543,-199.036
go1_train_1_8_budget,13960.0,1372422144.0,29429.957,248.246,0.0,158.352,298.16,224.008,-74.73,-199.193
go1_train_1_8_budget,13970.0,1373405184.0,29447.656,248.962,0.0,158.374,298.806,224.545,-74.738,-199.652
go1_train_1_8_budget,13980.0,1374388224.0,29465.403,245.65,0.0,156.947,295.738,222.131,-74.247,-197.972
go1_train_1_8_budget,13990.0,1375371264.0,29483.171,243.618,0.0,156.355,293.3,220.311,-73.608,-196.384
go1_train_1_8_budget,14000.0,1376354304.0,29500.699,254.508,0.0,162.152,305.697,230.43,-76.694,-204.926
go1_train_1_8_budget,14010.0,1377337344.0,29518.093,264.813,0.0,168.229,316.668,239.41,-79.143,-212.122
go1_train_1_8_budget,14020.0,1378320384.0,29535.322,268.617,0.0,170.226,321.614,243.247,-80.542,-215.702
go1_train_1_8_budget,14030.0,1379303424.0,29552.618,270.897,0.0,172.805,324.01,245.111,-81.094,-217.131
go1_train_1_8_budget,14040.0,1380286464.0,29569.724,282.307,0.0,177.969,335.914,254.492,-83.538,-224.561
go1_train_1_8_budget,14050.0,1381269504.0,29587.208,266.168,0.0,168.407,317.973,239.972,-79.176,-212.601
go1_train_1_8_budget,14060.0,1382252544.0,29605.039,257.413,0.0,163.675,309.126,232.647,-77.106,-207.254
go1_train_1_8_budget,14070.0,1383235584.0,29623.134,247.921,0.0,157.718,298.946,224.71,-74.879,-200.856
go1_train_1_8_budget,14080.0,1384218624.0,29640.86,246.044,0.0,157.761,298.223,224.212,-75.245,-201.146
go1_train_1_8_budget,14090.0,1385201664.0,29658.232,250.6,0.0,161.908,304.175,228.91,-76.843,-205.641
go1_train_1_8_budget,14100.0,1386184704.0,29675.373,252.492,0.0,163.544,305.704,230.088,-76.905,-206.395
go1_train_1_8_budget,14110.0,1387167744.0,29692.628,266.143,0.0,168.904,320.999,242.354,-80.658,-216.553
go1_train_1_8_budget,14120.0,1388150784.0,29709.938,267.22,0.0,170.697,323.128,243.928,-81.295,-218.541
go1_train_1_8_budget,14130.0,1389133824.0,29727.545,253.651,0.0,163.775,308.8,232.53,-78.085,-209.595
go1_train_1_8_budget,14140.0,1390116864.0,29745.17,253.106,0.0,163.54,308.026,231.92,-77.842,-208.998
go1_train_1_8_budget,14150.0,1391099904.0,29762.401,265.421,0.0,169.981,321.07,242.585,-80.71,-217.524
go1_train_1_8_budget,14160.0,1392082944.0,29779.759,278.231,0.0,176.876,333.933,253.121,-83.357,-225.466
go1_train_1_8_budget,14170.0,1393065984.0,29797.748,253.99,0.0,162.867,308.394,232.449,-77.645,-209.207
go1_train_1_8_budget,14180.0,1394049024.0,29815.592,236.53,0.0,153.257,289.107,216.873,-73.016,-196.434
go1_train_1_8_budget,14190.0,1395032064.0,29833.543,223.937,0.0,146.237,275.608,206.079,-69.962,-187.789
go1_train_1_8_budget,14200.0,1396015104.0,29850.951,236.701,0.0,153.36,289.67,217.373,-73.302,-197.039
go1_train_1_8_budget,14210.0,1396998144.0,29868.313,243.535,0.0,156.701,297.401,223.45,-75.111,-202.205
go1_train_1_8_budget,14220.0,1397981184.0,29885.904,256.39,0.0,165.314,310.873,234.187,-78.106,-210.564
go1_train_1_8_budget,14230.0,1398964224.0,29903.841,237.046,0.0,153.511,289.036,216.622,-72.827,-195.784
go1_train_1_8_budget,14240.0,1399947264.0,29921.322,243.25,0.0,157.643,296.081,222.611,-74.669,-200.773
go1_train_1_8_budget,14250.0,1400930304.0,29938.785,252.771,0.0,161.971,305.651,230.289,-76.567,-206.602
go1_train_1_8_budget,14260.0,1401913344.0,29956.393,247.646,0.0,159.016,299.775,225.467,-75.202,-202.394
go1_train_1_8_budget,14270.0,1402896384.0,29973.902,259.129,0.0,164.997,312.029,235.283,-78.017,-210.165
go1_train_1_8_budget,14280.0,1403879424.0,29991.36,262.852,0.0,167.591,316.409,238.833,-79.297,-213.092
go1_train_1_8_budget,14290.0,1404862464.0,30008.789,259.056,0.0,165.722,312.544,235.736,-78.417,-210.808
go1_train_1_8_budget,14300.0,1405845504.0,30025.754,272.28,0.0,173.127,326.795,247.465,-81.735,-220.244
